time,rating,free_text,surgery,pcn,jev_sentiment,jev_sentiment_confidence,jev_primary_topic,jev_primary_topic_confidence,jev_secondary_topics,jev_secondary_topic_scores,jev_sentiment_strength,jev_sentiment_strength_confidence,jev_actionability,jev_actionability_confidence,jev_urgency,jev_urgency_confidence
8/18/25 16:36,Good,The doctor was very kind to accept my request for a visit face to face on the same morning Instead I can t understand why receptionist at the phone trying to send the patient me to a different GP,Emperors-Gate-Health-Centre,Brompton-Health-PCN,Neutral or Mixed,0.63,Reception Service,0.78,Telephone Access | Follow-up and Continuity of Care | Staff Kindness and Empathy,"{""Appointment Availability and Lead Times"": 0.55, ""Clinical Assessment and Diagnosis"": 0.03, ""Consultation Communication and Listening"": 0.32, ""Digital Booking and Online Systems"": 0.03, ""Facilities, Cleanliness and Environment"": 0.02, ""Feedback and Complaints Handling"": 0.09, ""Follow-up and Continuity of Care"": 0.64, ""Mental Health Support"": 0.03, ""Overall Service and Practice"": 0.27, ""Patient Information and Education"": 0.04, ""Physical Accessibility"": 0.05, ""Prescriptions and Medication Management"": 0.02, ""Reception Service"": 0.87, ""Referral, Specialist and Hospital Coordination"": 0.05, ""Remote Consultation"": 0.11, ""Respect, Dignity, Privacy and Inclusion"": 0.14, ""Staff Kindness and Empathy"": 0.79, ""Staff Professionalism and Knowledge"": 0.54, ""Telephone Access"": 0.8, ""Tests, Investigations and Results"": 0.02, ""Treatment Effectiveness and Safety"": 0.02, ""Vaccinations and Immunisations"": 0.02, ""Waiting Time at the Surgery"": 0.06, ""Website and Practice Information"": 0.03}",1.83,0.73,2.91,0.91,1.45,0.43
2/4/26 14:06,Very good,Mr PERSON is very professional and always puts me at ease with his high level of competence,Health-Partners-at-Violet-Melchett,Brompton-Health-PCN,Positive,1.0,Staff Professionalism and Knowledge,1.0,,"{""Appointment Availability and Lead Times"": 0.02, ""Clinical Assessment and Diagnosis"": 0.02, ""Consultation Communication and Listening"": 0.14, ""Digital Booking and Online Systems"": 0.02, ""Facilities, Cleanliness and Environment"": 0.02, ""Feedback and Complaints Handling"": 0.02, ""Follow-up and Continuity of Care"": 0.03, ""Mental Health Support"": 0.04, ""Overall Service and Practice"": 0.37, ""Patient Information and Education"": 0.04, ""Physical Accessibility"": 0.02, ""Prescriptions and Medication Management"": 0.02, ""Reception Service"": 0.03, ""Referral, Specialist and Hospital Coordination"": 0.02, ""Remote Consultation"": 0.02, ""Respect, Dignity, Privacy and Inclusion"": 0.05, ""Staff Kindness and Empathy"": 0.22, ""Staff Professionalism and Knowledge"": 0.89, ""Telephone Access"": 0.02, ""Tests, Investigations and Results"": 0.02, ""Treatment Effectiveness and Safety"": 0.05, ""Vaccinations and Immunisations"": 0.01, ""Waiting Time at the Surgery"": 0.02, ""Website and Practice Information"": 0.02}",2.81,0.84,0.0,1.0,0.01,0.99
10/8/26 5:22,Very good,Because I have the best Doctor PERSON who apart to be a very good professional is an amazing person also PERSON PERSON the girls working in the reception they are very helpful kind and nice people I need including the 2 lady s to take the blood text unfortunately idontcremember that he name all of them make me feel at home Thank you very much all of you,Emperors-Gate-Health-Centre,Brompton-Health-PCN,Positive,1.0,Staff Kindness and Empathy,0.88,Reception Service | Staff Professionalism and Knowledge,"{""Appointment Availability and Lead Times"": 0.02, ""Clinical Assessment and Diagnosis"": 0.04, ""Consultation Communication and Listening"": 0.12, ""Digital Booking and Online Systems"": 0.01, ""Facilities, Cleanliness and Environment"": 0.04, ""Feedback and Complaints Handling"": 0.02, ""Follow-up and Continuity of Care"": 0.03, ""Mental Health Support"": 0.02, ""Overall Service and Practice"": 0.52, ""Patient Information and Education"": 0.04, ""Physical Accessibility"": 0.02, ""Prescriptions and Medication Management"": 0.02, ""Reception Service"": 0.84, ""Referral, Specialist and Hospital Coordination"": 0.02, ""Remote Consultation"": 0.01, ""Respect, Dignity, Privacy and Inclusion"": 0.1, ""Staff Kindness and Empathy"": 0.89, ""Staff Professionalism and Knowledge"": 0.71, ""Telephone Access"": 0.02, ""Tests, Investigations and Results"": 0.17, ""Treatment Effectiveness and Safety"": 0.04, ""Vaccinations and Immunisations"": 0.01, ""Waiting Time at the Surgery"": 0.02, ""Website and Practice Information"": 0.02}",3.25,0.78,0.03,0.97,0.03,0.97
10/29/24 8:55,Very good,Every time I came with my appointment it s always on time,Stanhope-Mews-Surgery,Brompton-Health-PCN,Positive,0.39,Waiting Time at the Surgery,0.99,,"{""Appointment Availability and Lead Times"": 0.11, ""Clinical Assessment and Diagnosis"": 0.02, ""Consultation Communication and Listening"": 0.02, ""Digital Booking and Online Systems"": 0.02, ""Facilities, Cleanliness and Environment"": 0.02, ""Feedback and Complaints Handling"": 0.02, ""Follow-up and Continuity of Care"": 0.07, ""Mental Health Support"": 0.02, ""Overall Service and Practice"": 0.18, ""Patient Information and Education"": 0.02, ""Physical Accessibility"": 0.02, ""Prescriptions and Medication Management"": 0.02, ""Reception Service"": 0.1, ""Referral, Specialist and Hospital Coordination"": 0.02, ""Remote Consultation"": 0.02, ""Respect, Dignity, Privacy and Inclusion"": 0.02, ""Staff Kindness and Empathy"": 0.02, ""Staff Professionalism and Knowledge"": 0.04, ""Telephone Access"": 0.02, ""Tests, Investigations and Results"": 0.02, ""Treatment Effectiveness and Safety"": 0.02, ""Vaccinations and Immunisations"": 0.02, ""Waiting Time at the Surgery"": 0.39, ""Website and Practice Information"": 0.03}",1.16,0.54,0.15,0.85,0.04,0.96
6/23/25 12:45,Very good,Staff are all very helpful friendly and knowledgeable,The-Chelsea-Practice,Brompton-Health-PCN,Positive,1.0,Staff Professionalism and Knowledge,0.95,Staff Kindness and Empathy,"{""Appointment Availability and Lead Times"": 0.02, ""Clinical Assessment and Diagnosis"": 0.02, ""Consultation Communication and Listening"": 0.15, ""Digital Booking and Online Systems"": 0.02, ""Facilities, Cleanliness and Environment"": 0.02, ""Feedback and Complaints Handling"": 0.03, ""Follow-up and Continuity of Care"": 0.02, ""Mental Health Support"": 0.01, ""Overall Service and Practice"": 0.29, ""Patient Information and Education"": 0.19, ""Physical Accessibility"": 0.02, ""Prescriptions and Medication Management"": 0.02, ""Reception Service"": 0.08, ""Referral, Specialist and Hospital Coordination"": 0.02, ""Remote Consultation"": 0.02, ""Respect, Dignity, Privacy and Inclusion"": 0.04, ""Staff Kindness and Empathy"": 0.66, ""Staff Professionalism and Knowledge"": 0.81, ""Telephone Access"": 0.02, ""Tests, Investigations and Results"": 0.02, ""Treatment Effectiveness and Safety"": 0.02, ""Vaccinations and Immunisations"": 0.02, ""Waiting Time at the Surgery"": 0.02, ""Website and Practice Information"": 0.02}",2.62,0.68,0.0,1.0,0.0,1.0
1/6/25 20:03,Very good,I ve found professional who treated me kindly with respect,Earls-Court-Surgery,Brompton-Health-PCN,Positive,1.0,Staff Kindness and Empathy,0.66,"Respect, Dignity, Privacy and Inclusion","{""Appointment Availability and Lead Times"": 0.02, ""Clinical Assessment and Diagnosis"": 0.02, ""Consultation Communication and Listening"": 0.37, ""Digital Booking and Online Systems"": 0.02, ""Facilities, Cleanliness and Environment"": 0.02, ""Feedback and Complaints Handling"": 0.03, ""Follow-up and Continuity of Care"": 0.02, ""Mental Health Support"": 0.07, ""Overall Service and Practice"": 0.37, ""Patient Information and Education"": 0.03, ""Physical Accessibility"": 0.02, ""Prescriptions and Medication Management"": 0.02, ""Reception Service"": 0.06, ""Referral, Specialist and Hospital Coordination"": 0.02, ""Remote Consultation"": 0.02, ""Respect, Dignity, Privacy and Inclusion"": 0.64, ""Staff Kindness and Empathy"": 0.89, ""Staff Professionalism and Knowledge"": 0.5, ""Telephone Access"": 0.02, ""Tests, Investigations and Results"": 0.02, ""Treatment Effectiveness and Safety"": 0.03, ""Vaccinations and Immunisations"": 0.02, ""Waiting Time at the Surgery"": 0.02, ""Website and Practice Information"": 0.02}",1.95,0.9,0.0,1.0,0.02,0.98
9/24/24 19:08,Very good,I got timely appointment with a very good doctor The receptionist was very courteous and efficient,Kensington-Park-Medical-Centre,Brompton-Health-PCN,Positive,1.0,Appointment Availability and Lead Times,0.54,Reception Service | Staff Kindness and Empathy | Staff Professionalism and Knowledge,"{""Appointment Availability and Lead Times"": 0.84, ""Clinical Assessment and Diagnosis"": 0.04, ""Consultation Communication and Listening"": 0.07, ""Digital Booking and Online Systems"": 0.03, ""Facilities, Cleanliness and Environment"": 0.03, ""Feedback and Complaints Handling"": 0.03, ""Follow-up and Continuity of Care"": 0.03, ""Mental Health Support"": 0.02, ""Overall Service and Practice"": 0.33, ""Patient Information and Education"": 0.02, ""Physical Accessibility"": 0.02, ""Prescriptions and Medication Management"": 0.02, ""Reception Service"": 0.9, ""Referral, Specialist and Hospital Coordination"": 0.02, ""Remote Consultation"": 0.02, ""Respect, Dignity, Privacy and Inclusion"": 0.09, ""Staff Kindness and Empathy"": 0.61, ""Staff Professionalism and Knowledge"": 0.68, ""Telephone Access"": 0.05, ""Tests, Investigations and Results"": 0.02, ""Treatment Effectiveness and Safety"": 0.03, ""Vaccinations and Immunisations"": 0.02, ""Waiting Time at the Surgery"": 0.27, ""Website and Practice Information"": 0.03}",2.39,0.67,0.0,1.0,0.0,1.0
9/24/24 10:16,Very good,Full marks to Dr PERSON listening empathy and I felt like being listened to and helpful,Stanhope-Mews-Surgery,Brompton-Health-PCN,Positive,1.0,Consultation Communication and Listening,0.93,Staff Kindness and Empathy,"{""Appointment Availability and Lead Times"": 0.02, ""Clinical Assessment and Diagnosis"": 0.02, ""Consultation Communication and Listening"": 0.85, ""Digital Booking and Online Systems"": 0.02, ""Facilities, Cleanliness and Environment"": 0.02, ""Feedback and Complaints Handling"": 0.04, ""Follow-up and Continuity of Care"": 0.02, ""Mental Health Support"": 0.15, ""Overall Service and Practice"": 0.12, ""Patient Information and Education"": 0.03, ""Physical Accessibility"": 0.02, ""Prescriptions and Medication Management"": 0.02, ""Reception Service"": 0.02, ""Referral, Specialist and Hospital Coordination"": 0.02, ""Remote Consultation"": 0.02, ""Respect, Dignity, Privacy and Inclusion"": 0.08, ""Staff Kindness and Empathy"": 0.88, ""Staff Professionalism and Knowledge"": 0.18, ""Telephone Access"": 0.02, ""Tests, Investigations and Results"": 0.02, ""Treatment Effectiveness and Safety"": 0.05, ""Vaccinations and Immunisations"": 0.02, ""Waiting Time at the Surgery"": 0.02, ""Website and Practice Information"": 0.02}",3.22,0.79,0.0,1.0,0.01,0.99
2/22/24 15:19,Good,Overall Good Staff is friendly and GP is responsive Premises could do with a bit of a facelift Website could offer more interactive features as not all the ones listed are actually available,Earls-Court-Surgery,Brompton-Health-PCN,Neutral or Mixed,0.56,Overall Service and Practice,0.67,"Staff Kindness and Empathy | Facilities, Cleanliness and Environment | Website and Practice Information","{""Appointment Availability and Lead Times"": 0.15, ""Clinical Assessment and Diagnosis"": 0.07, ""Consultation Communication and Listening"": 0.15, ""Digital Booking and Online Systems"": 0.58, ""Facilities, Cleanliness and Environment"": 0.8, ""Feedback and Complaints Handling"": 0.03, ""Follow-up and Continuity of Care"": 0.09, ""Mental Health Support"": 0.02, ""Overall Service and Practice"": 0.47, ""Patient Information and Education"": 0.24, ""Physical Accessibility"": 0.04, ""Prescriptions and Medication Management"": 0.02, ""Reception Service"": 0.12, ""Referral, Specialist and Hospital Coordination"": 0.02, ""Remote Consultation"": 0.04, ""Respect, Dignity, Privacy and Inclusion"": 0.03, ""Staff Kindness and Empathy"": 0.71, ""Staff Professionalism and Knowledge"": 0.23, ""Telephone Access"": 0.02, ""Tests, Investigations and Results"": 0.03, ""Treatment Effectiveness and Safety"": 0.04, ""Vaccinations and Immunisations"": 0.02, ""Waiting Time at the Surgery"": 0.03, ""Website and Practice Information"": 0.9}",1.27,0.77,2.77,0.77,0.47,0.53
1/20/26 19:06,Very good,It looks like new young doctors care more and better about their patients,Emperors-Gate-Health-Centre,Brompton-Health-PCN,Positive,0.9,Staff Kindness and Empathy,0.85,,"{""Appointment Availability and Lead Times"": 0.02, ""Clinical Assessment and Diagnosis"": 0.03, ""Consultation Communication and Listening"": 0.08, ""Digital Booking and Online Systems"": 0.01, ""Facilities, Cleanliness and Environment"": 0.02, ""Feedback and Complaints Handling"": 0.02, ""Follow-up and Continuity of Care"": 0.03, ""Mental Health Support"": 0.02, ""Overall Service and Practice"": 0.27, ""Patient Information and Education"": 0.04, ""Physical Accessibility"": 0.02, ""Prescriptions and Medication Management"": 0.02, ""Reception Service"": 0.02, ""Referral, Specialist and Hospital Coordination"": 0.02, ""Remote Consultation"": 0.02, ""Respect, Dignity, Privacy and Inclusion"": 0.04, ""Staff Kindness and Empathy"": 0.66, ""Staff Professionalism and Knowledge"": 0.41, ""Telephone Access"": 0.02, ""Tests, Investigations and Results"": 0.02, ""Treatment Effectiveness and Safety"": 0.11, ""Vaccinations and Immunisations"": 0.01, ""Waiting Time at the Surgery"": 0.02, ""Website and Practice Information"": 0.02}",2.1,0.84,0.12,0.88,0.28,0.72
6/22/24 14:53,Very good,I have confidence in the doctors I have seen,Stanhope-Mews-Surgery,Brompton-Health-PCN,Positive,0.97,Staff Professionalism and Knowledge,1.0,,"{""Appointment Availability and Lead Times"": 0.02, ""Clinical Assessment and Diagnosis"": 0.05, ""Consultation Communication and Listening"": 0.04, ""Digital Booking and Online Systems"": 0.02, ""Facilities, Cleanliness and Environment"": 0.02, ""Feedback and Complaints Handling"": 0.02, ""Follow-up and Continuity of Care"": 0.04, ""Mental Health Support"": 0.03, ""Overall Service and Practice"": 0.14, ""Patient Information and Education"": 0.03, ""Physical Accessibility"": 0.02, ""Prescriptions and Medication Management"": 0.02, ""Reception Service"": 0.02, ""Referral, Specialist and Hospital Coordination"": 0.02, ""Remote Consultation"": 0.02, ""Respect, Dignity, Privacy and Inclusion"": 0.02, ""Staff Kindness and Empathy"": 0.04, ""Staff Professionalism and Knowledge"": 0.43, ""Telephone Access"": 0.02, ""Tests, Investigations and Results"": 0.02, ""Treatment Effectiveness and Safety"": 0.09, ""Vaccinations and Immunisations"": 0.02, ""Waiting Time at the Surgery"": 0.02, ""Website and Practice Information"": 0.02}",1.72,0.75,0.0,1.0,0.01,0.99
3/17/26 16:49,Poor,First appointment was more of a fob off Come back in 2 weeks if it still hurts Second appointment Didn t seem to know what was wrong directed to physio Physio appointment Diagnosed wrong and gave wrong advice Had to pay for a specialist to do a scan as no scan was offered before Out come was a completely different diagnosis that requires more scans and treatment,Health-Partners-at-Violet-Melchett,Brompton-Health-PCN,Negative,1.0,Clinical Assessment and Diagnosis,1.0,"Tests, Investigations and Results | Referral, Specialist and Hospital Coordination | Follow-up and Continuity of Care | Staff Professionalism and Knowledge","{""Appointment Availability and Lead Times"": 0.16, ""Clinical Assessment and Diagnosis"": 0.91, ""Consultation Communication and Listening"": 0.45, ""Digital Booking and Online Systems"": 0.02, ""Facilities, Cleanliness and Environment"": 0.02, ""Feedback and Complaints Handling"": 0.04, ""Follow-up and Continuity of Care"": 0.72, ""Mental Health Support"": 0.01, ""Overall Service and Practice"": 0.4, ""Patient Information and Education"": 0.36, ""Physical Accessibility"": 0.02, ""Prescriptions and Medication Management"": 0.02, ""Reception Service"": 0.03, ""Referral, Specialist and Hospital Coordination"": 0.61, ""Remote Consultation"": 0.02, ""Respect, Dignity, Privacy and Inclusion"": 0.04, ""Staff Kindness and Empathy"": 0.08, ""Staff Professionalism and Knowledge"": 0.81, ""Telephone Access"": 0.02, ""Tests, Investigations and Results"": 0.87, ""Treatment Effectiveness and Safety"": 0.54, ""Vaccinations and Immunisations"": 0.01, ""Waiting Time at the Surgery"": 0.05, ""Website and Practice Information"": 0.02}",3.35,0.69,2.95,0.95,2.71,0.71
6/6/26 16:12,Good,Prompt connection with a doctor who came to see me,Health-Partners-at-Violet-Melchett,Brompton-Health-PCN,Neutral or Mixed,0.69,Appointment Availability and Lead Times,0.26,,"{""Appointment Availability and Lead Times"": 0.11, ""Clinical Assessment and Diagnosis"": 0.05, ""Consultation Communication and Listening"": 0.16, ""Digital Booking and Online Systems"": 0.05, ""Facilities, Cleanliness and Environment"": 0.02, ""Feedback and Complaints Handling"": 0.05, ""Follow-up and Continuity of Care"": 0.22, ""Mental Health Support"": 0.1, ""Overall Service and Practice"": 0.15, ""Patient Information and Education"": 0.05, ""Physical Accessibility"": 0.04, ""Prescriptions and Medication Management"": 0.03, ""Reception Service"": 0.08, ""Referral, Specialist and Hospital Coordination"": 0.25, ""Remote Consultation"": 0.05, ""Respect, Dignity, Privacy and Inclusion"": 0.03, ""Staff Kindness and Empathy"": 0.08, ""Staff Professionalism and Knowledge"": 0.11, ""Telephone Access"": 0.11, ""Tests, Investigations and Results"": 0.02, ""Treatment Effectiveness and Safety"": 0.03, ""Vaccinations and Immunisations"": 0.02, ""Waiting Time at the Surgery"": 0.05, ""Website and Practice Information"": 0.03}",0.34,0.71,0.75,0.25,0.43,0.57
9/30/24 8:24,Very good,Amazingly responsive service Recently changed from another practice and the level of depth and ease of communication is phenomenally better,The-Chelsea-Practice,Brompton-Health-PCN,Positive,1.0,Overall Service and Practice,0.49,Consultation Communication and Listening,"{""Appointment Availability and Lead Times"": 0.08, ""Clinical Assessment and Diagnosis"": 0.03, ""Consultation Communication and Listening"": 0.68, ""Digital Booking and Online Systems"": 0.02, ""Facilities, Cleanliness and Environment"": 0.02, ""Feedback and Complaints Handling"": 0.07, ""Follow-up and Continuity of Care"": 0.16, ""Mental Health Support"": 0.03, ""Overall Service and Practice"": 0.66, ""Patient Information and Education"": 0.19, ""Physical Accessibility"": 0.02, ""Prescriptions and Medication Management"": 0.02, ""Reception Service"": 0.12, ""Referral, Specialist and Hospital Coordination"": 0.02, ""Remote Consultation"": 0.02, ""Respect, Dignity, Privacy and Inclusion"": 0.03, ""Staff Kindness and Empathy"": 0.11, ""Staff Professionalism and Knowledge"": 0.3, ""Telephone Access"": 0.11, ""Tests, Investigations and Results"": 0.02, ""Treatment Effectiveness and Safety"": 0.03, ""Vaccinations and Immunisations"": 0.01, ""Waiting Time at the Surgery"": 0.1, ""Website and Practice Information"": 0.03}",3.54,0.62,0.03,0.97,0.02,0.98
1/28/26 11:23,Good,Conversation over the phone went smoothly and with respect,The-Abingdon-Medical-Practice,Brompton-Health-PCN,Positive,0.98,Remote Consultation,0.47,,"{""Appointment Availability and Lead Times"": 0.02, ""Clinical Assessment and Diagnosis"": 0.02, ""Consultation Communication and Listening"": 0.54, ""Digital Booking and Online Systems"": 0.02, ""Facilities, Cleanliness and Environment"": 0.02, ""Feedback and Complaints Handling"": 0.07, ""Follow-up and Continuity of Care"": 0.02, ""Mental Health Support"": 0.03, ""Overall Service and Practice"": 0.2, ""Patient Information and Education"": 0.03, ""Physical Accessibility"": 0.02, ""Prescriptions and Medication Management"": 0.02, ""Reception Service"": 0.14, ""Referral, Specialist and Hospital Coordination"": 0.03, ""Remote Consultation"": 0.25, ""Respect, Dignity, Privacy and Inclusion"": 0.47, ""Staff Kindness and Empathy"": 0.38, ""Staff Professionalism and Knowledge"": 0.32, ""Telephone Access"": 0.38, ""Tests, Investigations and Results"": 0.02, ""Treatment Effectiveness and Safety"": 0.02, ""Vaccinations and Immunisations"": 0.01, ""Waiting Time at the Surgery"": 0.02, ""Website and Practice Information"": 0.02}",1.7,0.75,0.0,1.0,0.0,1.0
8/3/24 23:16,Very good,The service from the receptionist has been Very good always kind and will get a dr to call you back,Health-Partners-at-Violet-Melchett,Brompton-Health-PCN,Positive,1.0,Reception Service,1.0,Staff Kindness and Empathy,"{""Appointment Availability and Lead Times"": 0.03, ""Clinical Assessment and Diagnosis"": 0.05, ""Consultation Communication and Listening"": 0.24, ""Digital Booking and Online Systems"": 0.02, ""Facilities, Cleanliness and Environment"": 0.02, ""Feedback and Complaints Handling"": 0.07, ""Follow-up and Continuity of Care"": 0.53, ""Mental Health Support"": 0.03, ""Overall Service and Practice"": 0.3, ""Patient Information and Education"": 0.06, ""Physical Accessibility"": 0.02, ""Prescriptions and Medication Management"": 0.03, ""Reception Service"": 0.94, ""Referral, Specialist and Hospital Coordination"": 0.12, ""Remote Consultation"": 0.07, ""Respect, Dignity, Privacy and Inclusion"": 0.1, ""Staff Kindness and Empathy"": 0.86, ""Staff Professionalism and Knowledge"": 0.56, ""Telephone Access"": 0.59, ""Tests, Investigations and Results"": 0.02, ""Treatment Effectiveness and Safety"": 0.02, ""Vaccinations and Immunisations"": 0.01, ""Waiting Time at the Surgery"": 0.04, ""Website and Practice Information"": 0.02}",2.51,0.59,0.01,0.99,0.04,0.96
2/3/26 14:16,Poor,Long awaited appointment cancelled on day no replacement appointment available not the first time this has happened,Health-Partners-at-Violet-Melchett,Brompton-Health-PCN,Negative,1.0,Appointment Availability and Lead Times,1.0,Follow-up and Continuity of Care,"{""Appointment Availability and Lead Times"": 0.87, ""Clinical Assessment and Diagnosis"": 0.03, ""Consultation Communication and Listening"": 0.09, ""Digital Booking and Online Systems"": 0.04, ""Facilities, Cleanliness and Environment"": 0.02, ""Feedback and Complaints Handling"": 0.05, ""Follow-up and Continuity of Care"": 0.67, ""Mental Health Support"": 0.03, ""Overall Service and Practice"": 0.45, ""Patient Information and Education"": 0.09, ""Physical Accessibility"": 0.02, ""Prescriptions and Medication Management"": 0.02, ""Reception Service"": 0.19, ""Referral, Specialist and Hospital Coordination"": 0.11, ""Remote Consultation"": 0.02, ""Respect, Dignity, Privacy and Inclusion"": 0.03, ""Staff Kindness and Empathy"": 0.03, ""Staff Professionalism and Knowledge"": 0.05, ""Telephone Access"": 0.03, ""Tests, Investigations and Results"": 0.02, ""Treatment Effectiveness and Safety"": 0.02, ""Vaccinations and Immunisations"": 0.02, ""Waiting Time at the Surgery"": 0.25, ""Website and Practice Information"": 0.04}",2.81,0.75,2.88,0.88,2.02,0.88
2/17/26 17:39,Very good,Dr PERSON called me back promptly listened with full attention and then decided I needed to be seen by a specialist She booked me in while I was on the phone so the handover was seamless and required no agency in my part The specialist examined me and swiftly organised a physio appointment for the following day and referral to Phsiotherapy Women s health Pelvic Triage for further care,Stanhope-Mews-Surgery,Brompton-Health-PCN,Positive,1.0,"Referral, Specialist and Hospital Coordination",1.0,Appointment Availability and Lead Times | Telephone Access | Follow-up and Continuity of Care | Consultation Communication and Listening,"{""Appointment Availability and Lead Times"": 0.7, ""Clinical Assessment and Diagnosis"": 0.35, ""Consultation Communication and Listening"": 0.84, ""Digital Booking and Online Systems"": 0.04, ""Facilities, Cleanliness and Environment"": 0.02, ""Feedback and Complaints Handling"": 0.03, ""Follow-up and Continuity of Care"": 0.74, ""Mental Health Support"": 0.01, ""Overall Service and Practice"": 0.22, ""Patient Information and Education"": 0.07, ""Physical Accessibility"": 0.04, ""Prescriptions and Medication Management"": 0.02, ""Reception Service"": 0.1, ""Referral, Specialist and Hospital Coordination"": 0.87, ""Remote Consultation"": 0.1, ""Respect, Dignity, Privacy and Inclusion"": 0.05, ""Staff Kindness and Empathy"": 0.39, ""Staff Professionalism and Knowledge"": 0.59, ""Telephone Access"": 0.64, ""Tests, Investigations and Results"": 0.03, ""Treatment Effectiveness and Safety"": 0.06, ""Vaccinations and Immunisations"": 0.01, ""Waiting Time at the Surgery"": 0.11, ""Website and Practice Information"": 0.02}",2.54,0.61,0.04,0.96,0.08,0.92
7/25/24 9:10,Very good,GP always returns calls follow up on problems Nurses very sensible and caring,Stanhope-Mews-Surgery,Brompton-Health-PCN,Positive,0.94,Follow-up and Continuity of Care,0.83,Staff Kindness and Empathy,"{""Appointment Availability and Lead Times"": 0.06, ""Clinical Assessment and Diagnosis"": 0.05, ""Consultation Communication and Listening"": 0.28, ""Digital Booking and Online Systems"": 0.02, ""Facilities, Cleanliness and Environment"": 0.02, ""Feedback and Complaints Handling"": 0.31, ""Follow-up and Continuity of Care"": 0.83, ""Mental Health Support"": 0.03, ""Overall Service and Practice"": 0.3, ""Patient Information and Education"": 0.06, ""Physical Accessibility"": 0.02, ""Prescriptions and Medication Management"": 0.03, ""Reception Service"": 0.04, ""Referral, Specialist and Hospital Coordination"": 0.03, ""Remote Consultation"": 0.03, ""Respect, Dignity, Privacy and Inclusion"": 0.05, ""Staff Kindness and Empathy"": 0.8, ""Staff Professionalism and Knowledge"": 0.51, ""Telephone Access"": 0.51, ""Tests, Investigations and Results"": 0.02, ""Treatment Effectiveness and Safety"": 0.07, ""Vaccinations and Immunisations"": 0.02, ""Waiting Time at the Surgery"": 0.03, ""Website and Practice Information"": 0.02}",2.3,0.7,0.66,0.34,0.17,0.83
1/28/25 1:45,Very good,All doctors are very helpful and professional It was easy to get appointments for analysis check and advice regarding the results,Scarsdale-Medical-Centre,Brompton-Health-PCN,Positive,1.0,Staff Professionalism and Knowledge,0.75,"Appointment Availability and Lead Times | Tests, Investigations and Results","{""Appointment Availability and Lead Times"": 0.82, ""Clinical Assessment and Diagnosis"": 0.2, ""Consultation Communication and Listening"": 0.23, ""Digital Booking and Online Systems"": 0.05, ""Facilities, Cleanliness and Environment"": 0.03, ""Feedback and Complaints Handling"": 0.03, ""Follow-up and Continuity of Care"": 0.29, ""Mental Health Support"": 0.02, ""Overall Service and Practice"": 0.55, ""Patient Information and Education"": 0.46, ""Physical Accessibility"": 0.03, ""Prescriptions and Medication Management"": 0.03, ""Reception Service"": 0.15, ""Referral, Specialist and Hospital Coordination"": 0.03, ""Remote Consultation"": 0.02, ""Respect, Dignity, Privacy and Inclusion"": 0.04, ""Staff Kindness and Empathy"": 0.41, ""Staff Professionalism and Knowledge"": 0.82, ""Telephone Access"": 0.03, ""Tests, Investigations and Results"": 0.77, ""Treatment Effectiveness and Safety"": 0.04, ""Vaccinations and Immunisations"": 0.01, ""Waiting Time at the Surgery"": 0.12, ""Website and Practice Information"": 0.05}",2.42,0.64,0.0,1.0,0.0,1.0
1/9/26 11:13,Very good,The GP throughly listened to my concerns and determined next steps to investigate what is going on,Health-Partners-at-Violet-Melchett,Brompton-Health-PCN,Positive,0.96,Consultation Communication and Listening,0.93,Clinical Assessment and Diagnosis | Staff Professionalism and Knowledge,"{""Appointment Availability and Lead Times"": 0.02, ""Clinical Assessment and Diagnosis"": 0.6, ""Consultation Communication and Listening"": 0.9, ""Digital Booking and Online Systems"": 0.02, ""Facilities, Cleanliness and Environment"": 0.02, ""Feedback and Complaints Handling"": 0.05, ""Follow-up and Continuity of Care"": 0.24, ""Mental Health Support"": 0.03, ""Overall Service and Practice"": 0.14, ""Patient Information and Education"": 0.13, ""Physical Accessibility"": 0.02, ""Prescriptions and Medication Management"": 0.03, ""Reception Service"": 0.02, ""Referral, Specialist and Hospital Coordination"": 0.04, ""Remote Consultation"": 0.02, ""Respect, Dignity, Privacy and Inclusion"": 0.12, ""Staff Kindness and Empathy"": 0.58, ""Staff Professionalism and Knowledge"": 0.63, ""Telephone Access"": 0.02, ""Tests, Investigations and Results"": 0.29, ""Treatment Effectiveness and Safety"": 0.03, ""Vaccinations and Immunisations"": 0.02, ""Waiting Time at the Surgery"": 0.02, ""Website and Practice Information"": 0.02}",1.98,0.88,0.0,1.0,0.01,0.99
